    alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  38.400   7.8081   0.00000   0.00000  -1.5298   0.0000   0.0000
  38.500   7.8253   0.00000   0.00000  -1.5310   0.0000   0.0000
  38.600   7.8425   0.00000   0.00000  -1.5323   0.0000   0.0000
  38.700   7.8596   0.00000   0.00000  -1.5335   0.0000   0.0000
  38.800   7.8767   0.00000   0.00000  -1.5347   0.0000   0.0000
  38.900   7.8938   0.00000   0.00000  -1.5358   0.0000   0.0000
  39.000   7.9109   0.00000   0.00000  -1.5370   0.0000   0.0000
  39.100   7.9279   0.00000   0.00000  -1.5381   0.0000   0.0000
  39.200   7.9449   0.00000   0.00000  -1.5392   0.0000   0.0000
  39.300   7.9619   0.00000   0.00000  -1.5403   0.0000   0.0000
  39.400   7.9789   0.00000   0.00000  -1.5414   0.0000   0.0000
  39.500   7.9958   0.00000   0.00000  -1.5424   0.0000   0.0000
  39.600   8.0127   0.00000   0.00000  -1.5435   0.0000   0.0000
  39.700   8.0296   0.00000   0.00000  -1.5445   0.0000   0.0000
  39.800   8.0465   0.00000   0.00000  -1.5455   0.0000   0.0000
  39.900   8.0633   0.00000   0.00000  -1.5465   0.0000   0.0000
  40.000   8.0802   0.00000   0.00000  -1.5474   0.0000   0.0000
  40.100   8.0970   0.00000   0.00000  -1.5484   0.0000   0.0000
  40.200   8.1137   0.00000   0.00000  -1.5493   0.0000   0.0000
  40.300   8.1305   0.00000   0.00000  -1.5502   0.0000   0.0000
  40.400   8.1472   0.00000   0.00000  -1.5511   0.0000   0.0000
  40.500   8.1639   0.00000   0.00000  -1.5520   0.0000   0.0000
  40.600   8.1806   0.00000   0.00000  -1.5528   0.0000   0.0000
  40.700   8.1972   0.00000   0.00000  -1.5536   0.0000   0.0000
  40.800   8.2138   0.00000   0.00000  -1.5545   0.0000   0.0000
  40.900   8.2304   0.00000   0.00000  -1.5552   0.0000   0.0000
  41.000   8.2470   0.00000   0.00000  -1.5560   0.0000   0.0000
  41.100   8.2635   0.00000   0.00000  -1.5568   0.0000   0.0000
  41.200   8.2801   0.00000   0.00000  -1.5575   0.0000   0.0000
  41.300   8.2966   0.00000   0.00000  -1.5582   0.0000   0.0000
  41.400   8.3130   0.00000   0.00000  -1.5589   0.0000   0.0000
  41.500   8.3295   0.00000   0.00000  -1.5596   0.0000   0.0000
  41.600   8.3459   0.00000   0.00000  -1.5603   0.0000   0.0000
  41.700   8.3623   0.00000   0.00000  -1.5609   0.0000   0.0000
  41.800   8.3787   0.00000   0.00000  -1.5615   0.0000   0.0000
  41.900   8.3950   0.00000   0.00000  -1.5621   0.0000   0.0000
  42.000   8.4113   0.00000   0.00000  -1.5627   0.0000   0.0000
  42.100   8.4276   0.00000   0.00000  -1.5633   0.0000   0.0000
  42.200   8.4439   0.00000   0.00000  -1.5638   0.0000   0.0000
  42.300   8.4601   0.00000   0.00000  -1.5643   0.0000   0.0000
  42.400   8.4763   0.00000   0.00000  -1.5648   0.0000   0.0000
  42.500   8.4925   0.00000   0.00000  -1.5653   0.0000   0.0000
  42.600   8.5087   0.00000   0.00000  -1.5658   0.0000   0.0000
  42.700   8.5248   0.00000   0.00000  -1.5663   0.0000   0.0000
  42.800   8.5409   0.00000   0.00000  -1.5667   0.0000   0.0000
  42.900   8.5570   0.00000   0.00000  -1.5671   0.0000   0.0000
  43.000   8.5731   0.00000   0.00000  -1.5675   0.0000   0.0000
  43.100   8.5891   0.00000   0.00000  -1.5679   0.0000   0.0000
  43.200   8.6051   0.00000   0.00000  -1.5682   0.0000   0.0000
  43.300   8.6211   0.00000   0.00000  -1.5685   0.0000   0.0000
  43.400   8.6370   0.00000   0.00000  -1.5689   0.0000   0.0000
  43.500   8.6530   0.00000   0.00000  -1.5692   0.0000   0.0000
  43.600   8.6689   0.00000   0.00000  -1.5694   0.0000   0.0000
  43.700   8.6847   0.00000   0.00000  -1.5697   0.0000   0.0000
  43.800   8.7006   0.00000   0.00000  -1.5699   0.0000   0.0000
  43.900   8.7164   0.00000   0.00000  -1.5702   0.0000   0.0000
  44.000   8.7322   0.00000   0.00000  -1.5704   0.0000   0.0000
  44.100   8.7480   0.00000   0.00000  -1.5705   0.0000   0.0000
  44.200   8.7637   0.00000   0.00000  -1.5707   0.0000   0.0000
  44.300   8.7794   0.00000   0.00000  -1.5708   0.0000   0.0000
  44.400   8.7951   0.00000   0.00000  -1.5710   0.0000   0.0000
  44.500   8.8108   0.00000   0.00000  -1.5711   0.0000   0.0000
  44.600   8.8264   0.00000   0.00000  -1.5712   0.0000   0.0000
  44.700   8.8420   0.00000   0.00000  -1.5712   0.0000   0.0000
  44.800   8.8576   0.00000   0.00000  -1.5713   0.0000   0.0000
  44.900   8.8732   0.00000   0.00000  -1.5713   0.0000   0.0000
  45.000   8.8887   0.00000   0.00000  -1.5713   0.0000   0.0000
  45.100   8.9042   0.00000   0.00000  -1.5713   0.0000   0.0000
  45.200   8.9197   0.00000   0.00000  -1.5713   0.0000   0.0000
  45.300   8.9351   0.00000   0.00000  -1.5712   0.0000   0.0000
  45.400   8.9505   0.00000   0.00000  -1.5712   0.0000   0.0000
  45.500   8.9659   0.00000   0.00000  -1.5711   0.0000   0.0000
  45.600   8.9813   0.00000   0.00000  -1.5710   0.0000   0.0000
  45.700   8.9966   0.00000   0.00000  -1.5708   0.0000   0.0000
  45.800   9.0119   0.00000   0.00000  -1.5707   0.0000   0.0000
  45.900   9.0272   0.00000   0.00000  -1.5705   0.0000   0.0000
  46.000   9.0425   0.00000   0.00000  -1.5704   0.0000   0.0000
  46.100   9.0577   0.00000   0.00000  -1.5702   0.0000   0.0000
  46.200   9.0729   0.00000   0.00000  -1.5699   0.0000   0.0000
  46.300   9.0881   0.00000   0.00000  -1.5697   0.0000   0.0000
  46.400   9.1032   0.00000   0.00000  -1.5694   0.0000   0.0000
  46.500   9.1183   0.00000   0.00000  -1.5692   0.0000   0.0000
  46.600   9.1334   0.00000   0.00000  -1.5689   0.0000   0.0000
  46.700   9.1485   0.00000   0.00000  -1.5685   0.0000   0.0000
  46.800   9.1635   0.00000   0.00000  -1.5682   0.0000   0.0000
  46.900   9.1785   0.00000   0.00000  -1.5679   0.0000   0.0000
  47.000   9.1935   0.00000   0.00000  -1.5675   0.0000   0.0000
  47.100   9.2084   0.00000   0.00000  -1.5671   0.0000   0.0000
  47.200   9.2234   0.00000   0.00000  -1.5667   0.0000   0.0000
  47.300   9.2383   0.00000   0.00000  -1.5663   0.0000   0.0000
  47.400   9.2531   0.00000   0.00000  -1.5658   0.0000   0.0000
  47.500   9.2680   0.00000   0.00000  -1.5653   0.0000   0.0000
  47.600   9.2828   0.00000   0.00000  -1.5648   0.0000   0.0000
  47.700   9.2975   0.00000   0.00000  -1.5643   0.0000   0.0000
  47.800   9.3123   0.00000   0.00000  -1.5638   0.0000   0.0000
  47.900   9.3270   0.00000   0.00000  -1.5633   0.0000   0.0000
  48.000   9.3417   0.00000   0.00000  -1.5627   0.0000   0.0000
  48.100   9.3564   0.00000   0.00000  -1.5621   0.0000   0.0000
  48.200   9.3710   0.00000   0.00000  -1.5615   0.0000   0.0000
  48.300   9.3856   0.00000   0.00000  -1.5609   0.0000   0.0000
  48.400   9.4002   0.00000   0.00000  -1.5603   0.0000   0.0000
  48.500   9.4148   0.00000   0.00000  -1.5596   0.0000   0.0000
  48.600   9.4293   0.00000   0.00000  -1.5589   0.0000   0.0000
  48.700   9.4438   0.00000   0.00000  -1.5582   0.0000   0.0000
  48.800   9.4582   0.00000   0.00000  -1.5575   0.0000   0.0000
  48.900   9.4727   0.00000   0.00000  -1.5568   0.0000   0.0000
  49.000   9.4871   0.00000   0.00000  -1.5560   0.0000   0.0000
  49.100   9.5015   0.00000   0.00000  -1.5552   0.0000   0.0000
  49.200   9.5158   0.00000   0.00000  -1.5545   0.0000   0.0000
  49.300   9.5301   0.00000   0.00000  -1.5536   0.0000   0.0000
  49.400   9.5444   0.00000   0.00000  -1.5528   0.0000   0.0000
  49.500   9.5587   0.00000   0.00000  -1.5520   0.0000   0.0000
  49.600   9.5729   0.00000   0.00000  -1.5511   0.0000   0.0000
  49.700   9.5871   0.00000   0.00000  -1.5502   0.0000   0.0000
  49.800   9.6013   0.00000   0.00000  -1.5493   0.0000   0.0000
  49.900   9.6154   0.00000   0.00000  -1.5484   0.0000   0.0000
  50.000   9.6296   0.00000   0.00000  -1.5474   0.0000   0.0000
  50.100   9.6437   0.00000   0.00000  -1.5465   0.0000   0.0000
  50.200   9.6577   0.00000   0.00000  -1.5455   0.0000   0.0000
  50.300   9.6717   0.00000   0.00000  -1.5445   0.0000   0.0000
  50.400   9.6857   0.00000   0.00000  -1.5435   0.0000   0.0000
  50.500   9.6997   0.00000   0.00000  -1.5424   0.0000   0.0000
  50.600   9.7137   0.00000   0.00000  -1.5414   0.0000   0.0000
  50.700   9.7276   0.00000   0.00000  -1.5403   0.0000   0.0000
  50.800   9.7414   0.00000   0.00000  -1.5392   0.0000   0.0000
  50.900   9.7553   0.00000   0.00000  -1.5381   0.0000   0.0000
  51.000   9.7691   0.00000   0.00000  -1.5370   0.0000   0.0000
  51.100   9.7829   0.00000   0.00000  -1.5358   0.0000   0.0000
  51.200   9.7967   0.00000   0.00000  -1.5347   0.0000   0.0000
  51.300   9.8104   0.00000   0.00000  -1.5335   0.0000   0.0000
  51.400   9.8241   0.00000   0.00000  -1.5323   0.0000   0.0000
  51.500   9.8378   0.00000   0.00000  -1.5310   0.0000   0.0000
  51.600   9.8514   0.00000   0.00000  -1.5298   0.0000   0.0000
  51.700   9.8650   0.00000   0.00000  -1.5285   0.0000   0.0000
  51.800   9.8786   0.00000   0.00000  -1.5273   0.0000   0.0000
  51.900   9.8922   0.00000   0.00000  -1.5260   0.0000   0.0000
  52.000   9.9057   0.00000   0.00000  -1.5246   0.0000   0.0000
  52.100   9.9192   0.00000   0.00000  -1.5233   0.0000   0.0000
  52.200   9.9327   0.00000   0.00000  -1.5219   0.0000   0.0000
  52.300   9.9461   0.00000   0.00000  -1.5206   0.0000   0.0000
  52.400   9.9595   0.00000   0.00000  -1.5192   0.0000   0.0000
  52.500   9.9729   0.00000   0.00000  -1.5178   0.0000   0.0000
  52.600   9.9862   0.00000   0.00000  -1.5163   0.0000   0.0000
  52.700   9.9995   0.00000   0.00000  -1.5149   0.0000   0.0000
  52.800  10.0128   0.00000   0.00000  -1.5134   0.0000   0.0000
  52.900  10.0260   0.00000   0.00000  -1.5119   0.0000   0.0000
  53.000  10.0393   0.00000   0.00000  -1.5104   0.0000   0.0000
  53.100  10.0524   0.00000   0.00000  -1.5089   0.0000   0.0000
  53.200  10.0656   0.00000   0.00000  -1.5074   0.0000   0.0000
  53.300  10.0787   0.00000   0.00000  -1.5058   0.0000   0.0000
  53.400  10.0918   0.00000   0.00000  -1.5042   0.0000   0.0000
  53.500  10.1049   0.00000   0.00000  -1.5027   0.0000   0.0000
  53.600  10.1179   0.00000   0.00000  -1.5010   0.0000   0.0000
  53.700  10.1309   0.00000   0.00000  -1.4994   0.0000   0.0000
  53.800  10.1439   0.00000   0.00000  -1.4978   0.0000   0.0000
  53.900  10.1568   0.00000   0.00000  -1.4961   0.0000   0.0000
  54.000  10.1698   0.00000   0.00000  -1.4944   0.0000   0.0000
  54.100  10.1826   0.00000   0.00000  -1.4927   0.0000   0.0000
  54.200  10.1955   0.00000   0.00000  -1.4910   0.0000   0.0000
  54.300  10.2083   0.00000   0.00000  -1.4892   0.0000   0.0000
  54.400  10.2211   0.00000   0.00000  -1.4875   0.0000   0.0000
  54.500  10.2338   0.00000   0.00000  -1.4857   0.0000   0.0000
  54.600  10.2466   0.00000   0.00000  -1.4839   0.0000   0.0000
  54.700  10.2593   0.00000   0.00000  -1.4821   0.0000   0.0000
  54.800  10.2719   0.00000   0.00000  -1.4803   0.0000   0.0000
  54.900  10.2846   0.00000   0.00000  -1.4784   0.0000   0.0000
  55.000  10.2972   0.00000   0.00000  -1.4766   0.0000   0.0000
  55.100  10.3097   0.00000   0.00000  -1.4747   0.0000   0.0000
  55.200  10.3223   0.00000   0.00000  -1.4728   0.0000   0.0000
  55.300  10.3348   0.00000   0.00000  -1.4708   0.0000   0.0000
  55.400  10.3472   0.00000   0.00000  -1.4689   0.0000   0.0000
  55.500  10.3597   0.00000   0.00000  -1.4669   0.0000   0.0000
  55.600  10.3721   0.00000   0.00000  -1.4650   0.0000   0.0000
  55.700  10.3845   0.00000   0.00000  -1.4630   0.0000   0.0000
  55.800  10.3968   0.00000   0.00000  -1.4610   0.0000   0.0000
  55.900  10.4091   0.00000   0.00000  -1.4589   0.0000   0.0000
  56.000  10.4214   0.00000   0.00000  -1.4569   0.0000   0.0000
  56.100  10.4337   0.00000   0.00000  -1.4548   0.0000   0.0000
  56.200  10.4459   0.00000   0.00000  -1.4528   0.0000   0.0000
  56.300  10.4581   0.00000   0.00000  -1.4507   0.0000   0.0000
  56.400  10.4702   0.00000   0.00000  -1.4485   0.0000   0.0000
  56.500  10.4824   0.00000   0.00000  -1.4464   0.0000   0.0000
  56.600  10.4945   0.00000   0.00000  -1.4443   0.0000   0.0000
  56.700  10.5065   0.00000   0.00000  -1.4421   0.0000   0.0000
  56.800  10.5186   0.00000   0.00000  -1.4399   0.0000   0.0000
  56.900  10.5306   0.00000   0.00000  -1.4377   0.0000   0.0000
  57.000  10.5425   0.00000   0.00000  -1.4355   0.0000   0.0000
  57.100  10.5545   0.00000   0.00000  -1.4332   0.0000   0.0000
  57.200  10.5664   0.00000   0.00000  -1.4310   0.0000   0.0000
  57.300  10.5782   0.00000   0.00000  -1.4287   0.0000   0.0000
  57.400  10.5901   0.00000   0.00000  -1.4264   0.0000   0.0000
  57.500  10.6019   0.00000   0.00000  -1.4241   0.0000   0.0000
  57.600  10.6136   0.00000   0.00000  -1.4218   0.0000   0.0000
  57.700  10.6254   0.00000   0.00000  -1.4194   0.0000   0.0000
  57.800  10.6371   0.00000   0.00000  -1.4171   0.0000   0.0000
  57.900  10.6488   0.00000   0.00000  -1.4147   0.0000   0.0000
  58.000  10.6604   0.00000   0.00000  -1.4123   0.0000   0.0000
  58.100  10.6720   0.00000   0.00000  -1.4099   0.0000   0.0000
  58.200  10.6836   0.00000   0.00000  -1.4074   0.0000   0.0000
  58.300  10.6951   0.00000   0.00000  -1.4050   0.0000   0.0000
  58.400  10.7066   0.00000   0.00000  -1.4025   0.0000   0.0000
  58.500  10.7181   0.00000   0.00000  -1.4001   0.0000   0.0000
  58.600  10.7296   0.00000   0.00000  -1.3976   0.0000   0.0000
  58.700  10.7410   0.00000   0.00000  -1.3950   0.0000   0.0000
  58.800  10.7524   0.00000   0.00000  -1.3925   0.0000   0.0000
  58.900  10.7637   0.00000   0.00000  -1.3900   0.0000   0.0000
  59.000  10.7750   0.00000   0.00000  -1.3874   0.0000   0.0000
  59.100  10.7863   0.00000   0.00000  -1.3848   0.0000   0.0000
  59.200  10.7976   0.00000   0.00000  -1.3822   0.0000   0.0000
  59.300  10.8088   0.00000   0.00000  -1.3796   0.0000   0.0000
  59.400  10.8200   0.00000   0.00000  -1.3770   0.0000   0.0000
  59.500  10.8311   0.00000   0.00000  -1.3743   0.0000   0.0000
  59.600  10.8422   0.00000   0.00000  -1.3716   0.0000   0.0000
  59.700  10.8533   0.00000   0.00000  -1.3690   0.0000   0.0000
  59.800  10.8644   0.00000   0.00000  -1.3662   0.0000   0.0000
  59.900  10.8754   0.00000   0.00000  -1.3635   0.0000   0.0000
  60.000  10.8864   0.00000   0.00000  -1.3608   0.0000   0.0000
  60.100  10.8973   0.00000   0.00000  -1.3580   0.0000   0.0000
  60.200  10.9083   0.00000   0.00000  -1.3553   0.0000   0.0000
  60.300  10.9191   0.00000   0.00000  -1.3525   0.0000   0.0000
  60.400  10.9300   0.00000   0.00000  -1.3497   0.0000   0.0000
  60.500  10.9408   0.00000   0.00000  -1.3469   0.0000   0.0000
  60.600  10.9516   0.00000   0.00000  -1.3440   0.0000   0.0000
  60.700  10.9624   0.00000   0.00000  -1.3412   0.0000   0.0000
  60.800  10.9731   0.00000   0.00000  -1.3383   0.0000   0.0000
  60.900  10.9838   0.00000   0.00000  -1.3354   0.0000   0.0000
  61.000  10.9944   0.00000   0.00000  -1.3325   0.0000   0.0000
  61.100  11.0050   0.00000   0.00000  -1.3296   0.0000   0.0000
  61.200  11.0156   0.00000   0.00000  -1.3267   0.0000   0.0000
  61.300  11.0262   0.00000   0.00000  -1.3238   0.0000   0.0000
  61.400  11.0367   0.00000   0.00000  -1.3208   0.0000   0.0000
  61.500  11.0472   0.00000   0.00000  -1.3178   0.0000   0.0000
  61.600  11.0576   0.00000   0.00000  -1.3148   0.0000   0.0000
  61.700  11.0680   0.00000   0.00000  -1.3118   0.0000   0.0000
  61.800  11.0784   0.00000   0.00000  -1.3088   0.0000   0.0000
  61.900  11.0888   0.00000   0.00000  -1.3057   0.0000   0.0000
  62.000  11.0991   0.00000   0.00000  -1.3027   0.0000   0.0000
  62.100  11.1094   0.00000   0.00000  -1.2996   0.0000   0.0000
  62.200  11.1196   0.00000   0.00000  -1.2965   0.0000   0.0000
  62.300  11.1298   0.00000   0.00000  -1.2934   0.0000   0.0000
  62.400  11.1400   0.00000   0.00000  -1.2903   0.0000   0.0000
  62.500  11.1502   0.00000   0.00000  -1.2871   0.0000   0.0000
  62.600  11.1603   0.00000   0.00000  -1.2840   0.0000   0.0000
  62.700  11.1704   0.00000   0.00000  -1.2808   0.0000   0.0000
  62.800  11.1804   0.00000   0.00000  -1.2776   0.0000   0.0000
  62.900  11.1904   0.00000   0.00000  -1.2744   0.0000   0.0000
  63.000  11.2004   0.00000   0.00000  -1.2712   0.0000   0.0000
  63.100  11.2104   0.00000   0.00000  -1.2680   0.0000   0.0000
  63.200  11.2203   0.00000   0.00000  -1.2647   0.0000   0.0000
  63.300  11.2301   0.00000   0.00000  -1.2615   0.0000   0.0000
  63.400  11.2400   0.00000   0.00000  -1.2582   0.0000   0.0000
  63.500  11.2498   0.00000   0.00000  -1.2549   0.0000   0.0000
  63.600  11.2596   0.00000   0.00000  -1.2516   0.0000   0.0000
  63.700  11.2693   0.00000   0.00000  -1.2483   0.0000   0.0000
  63.800  11.2790   0.00000   0.00000  -1.2449   0.0000   0.0000
  63.900  11.2887   0.00000   0.00000  -1.2416   0.0000   0.0000
  64.000  11.2983   0.00000   0.00000  -1.2382   0.0000   0.0000
  64.100  11.3079   0.00000   0.00000  -1.2348   0.0000   0.0000
  64.200  11.3175   0.00000   0.00000  -1.2314   0.0000   0.0000
  64.300  11.3270   0.00000   0.00000  -1.2280   0.0000   0.0000
  64.400  11.3365   0.00000   0.00000  -1.2246   0.0000   0.0000
  64.500  11.3460   0.00000   0.00000  -1.2211   0.0000   0.0000
  64.600  11.3554   0.00000   0.00000  -1.2177   0.0000   0.0000
  64.700  11.3648   0.00000   0.00000  -1.2142   0.0000   0.0000
  64.800  11.3741   0.00000   0.00000  -1.2107   0.0000   0.0000
  64.900  11.3835   0.00000   0.00000  -1.2072   0.0000   0.0000
  65.000  11.3928   0.00000   0.00000  -1.2037   0.0000   0.0000
  65.100  11.4020   0.00000   0.00000  -1.2002   0.0000   0.0000
  65.200  11.4112   0.00000   0.00000  -1.1966   0.0000   0.0000
  65.300  11.4204   0.00000   0.00000  -1.1931   0.0000   0.0000
  65.400  11.4296   0.00000   0.00000  -1.1895   0.0000   0.0000
  65.500  11.4387   0.00000   0.00000  -1.1859   0.0000   0.0000
  65.600  11.4478   0.00000   0.00000  -1.1823   0.0000   0.0000
  65.700  11.4568   0.00000   0.00000  -1.1787   0.0000   0.0000
  65.800  11.4658   0.00000   0.00000  -1.1750   0.0000   0.0000
  65.900  11.4748   0.00000   0.00000  -1.1714   0.0000   0.0000
  66.000  11.4837   0.00000   0.00000  -1.1677   0.0000   0.0000
  66.100  11.4926   0.00000   0.00000  -1.1640   0.0000   0.0000
  66.200  11.5015   0.00000   0.00000  -1.1603   0.0000   0.0000
  66.300  11.5103   0.00000   0.00000  -1.1566   0.0000   0.0000
  66.400  11.5191   0.00000   0.00000  -1.1529   0.0000   0.0000
  66.500  11.5279   0.00000   0.00000  -1.1492   0.0000   0.0000
  66.600  11.5366   0.00000   0.00000  -1.1454   0.0000   0.0000
  66.700  11.5453   0.00000   0.00000  -1.1417   0.0000   0.0000
  66.800  11.5540   0.00000   0.00000  -1.1379   0.0000   0.0000
  66.900  11.5626   0.00000   0.00000  -1.1341   0.0000   0.0000
  67.000  11.5712   0.00000   0.00000  -1.1303   0.0000   0.0000
  67.100  11.5798   0.00000   0.00000  -1.1265   0.0000   0.0000
  67.200  11.5883   0.00000   0.00000  -1.1227   0.0000   0.0000
  67.300  11.5968   0.00000   0.00000  -1.1188   0.0000   0.0000
  67.400  11.6052   0.00000   0.00000  -1.1150   0.0000   0.0000
  67.500  11.6136   0.00000   0.00000  -1.1111   0.0000   0.0000
  67.600  11.6220   0.00000   0.00000  -1.1072   0.0000   0.0000
  67.700  11.6304   0.00000   0.00000  -1.1033   0.0000   0.0000
  67.800  11.6387   0.00000   0.00000  -1.0994   0.0000   0.0000
  67.900  11.6469   0.00000   0.00000  -1.0955   0.0000   0.0000
  68.000  11.6552   0.00000   0.00000  -1.0915   0.0000   0.0000
  68.100  11.6634   0.00000   0.00000  -1.0876   0.0000   0.0000
  68.200  11.6715   0.00000   0.00000  -1.0836   0.0000   0.0000
  68.300  11.6797   0.00000   0.00000  -1.0796   0.0000   0.0000
  68.400  11.6878   0.00000   0.00000  -1.0756   0.0000   0.0000
  68.500  11.6958   0.00000   0.00000  -1.0716   0.0000   0.0000
  68.600  11.7038   0.00000   0.00000  -1.0676   0.0000   0.0000
  68.700  11.7118   0.00000   0.00000  -1.0636   0.0000   0.0000
  68.800  11.7198   0.00000   0.00000  -1.0595   0.0000   0.0000
  68.900  11.7277   0.00000   0.00000  -1.0555   0.0000   0.0000
  69.000  11.7356   0.00000   0.00000  -1.0514   0.0000   0.0000
  69.100  11.7434   0.00000   0.00000  -1.0473   0.0000   0.0000
  69.200  11.7512   0.00000   0.00000  -1.0432   0.0000   0.0000
  69.300  11.7590   0.00000   0.00000  -1.0391   0.0000   0.0000
  69.400  11.7667   0.00000   0.00000  -1.0350   0.0000   0.0000
  69.500  11.7744   0.00000   0.00000  -1.0309   0.0000   0.0000
  69.600  11.7821   0.00000   0.00000  -1.0267   0.0000   0.0000
  69.700  11.7897   0.00000   0.00000  -1.0226   0.0000   0.0000
  69.800  11.7973   0.00000   0.00000  -1.0184   0.0000   0.0000
  69.900  11.8049   0.00000   0.00000  -1.0142   0.0000   0.0000
  70.000  11.8124   0.00000   0.00000  -1.0100   0.0000   0.0000
  70.100  11.8199   0.00000   0.00000  -1.0058   0.0000   0.0000
  70.200  11.8274   0.00000   0.00000  -1.0016   0.0000   0.0000
  70.300  11.8348   0.00000   0.00000  -0.9974   0.0000   0.0000
  70.400  11.8421   0.00000   0.00000  -0.9931   0.0000   0.0000
  70.500  11.8495   0.00000   0.00000  -0.9889   0.0000   0.0000
  70.600  11.8568   0.00000   0.00000  -0.9846   0.0000   0.0000
  70.700  11.8641   0.00000   0.00000  -0.9803   0.0000   0.0000
  70.800  11.8713   0.00000   0.00000  -0.9760   0.0000   0.0000
  70.900  11.8785   0.00000   0.00000  -0.9717   0.0000   0.0000
  71.000  11.8856   0.00000   0.00000  -0.9674   0.0000   0.0000
  71.100  11.8928   0.00000   0.00000  -0.9631   0.0000   0.0000
  71.200  11.8999   0.00000   0.00000  -0.9587   0.0000   0.0000
  71.300  11.9069   0.00000   0.00000  -0.9544   0.0000   0.0000
  71.400  11.9139   0.00000   0.00000  -0.9500   0.0000   0.0000
  71.500  11.9209   0.00000   0.00000  -0.9456   0.0000   0.0000
  71.600  11.9279   0.00000   0.00000  -0.9413   0.0000   0.0000
  71.700  11.9348   0.00000   0.00000  -0.9369   0.0000   0.0000
  71.800  11.9416   0.00000   0.00000  -0.9324   0.0000   0.0000
  71.900  11.9485   0.00000   0.00000  -0.9280   0.0000   0.0000
  72.000  11.9553   0.00000   0.00000  -0.9236   0.0000   0.0000
  72.100  11.9620   0.00000   0.00000  -0.9192   0.0000   0.0000
  72.200  11.9687   0.00000   0.00000  -0.9147   0.0000   0.0000
  72.300  11.9754   0.00000   0.00000  -0.9102   0.0000   0.0000
  72.400  11.9821   0.00000   0.00000  -0.9058   0.0000   0.0000
  72.500  11.9887   0.00000   0.00000  -0.9013   0.0000   0.0000
  72.600  11.9953   0.00000   0.00000  -0.8968   0.0000   0.0000
  72.700  12.0018   0.00000   0.00000  -0.8923   0.0000   0.0000
  72.800  12.0083   0.00000   0.00000  -0.8877   0.0000   0.0000
  72.900  12.0148   0.00000   0.00000  -0.8832   0.0000   0.0000
  73.000  12.0212   0.00000   0.00000  -0.8787   0.0000   0.0000
  73.100  12.0276   0.00000   0.00000  -0.8741   0.0000   0.0000
  73.200  12.0340   0.00000   0.00000  -0.8696   0.0000   0.0000
  73.300  12.0403   0.00000   0.00000  -0.8650   0.0000   0.0000
  73.400  12.0466   0.00000   0.00000  -0.8604   0.0000   0.0000
  73.500  12.0528   0.00000   0.00000  -0.8558   0.0000   0.0000
  73.600  12.0591   0.00000   0.00000  -0.8512   0.0000   0.0000
  73.700  12.0652   0.00000   0.00000  -0.8466   0.0000   0.0000
  73.800  12.0714   0.00000   0.00000  -0.8420   0.0000   0.0000
  73.900  12.0775   0.00000   0.00000  -0.8373   0.0000   0.0000
  74.000  12.0835   0.00000   0.00000  -0.8327   0.0000   0.0000
  74.100  12.0896   0.00000   0.00000  -0.8280   0.0000   0.0000
  74.200  12.0956   0.00000   0.00000  -0.8233   0.0000   0.0000
  74.300  12.1015   0.00000   0.00000  -0.8187   0.0000   0.0000
  74.400  12.1074   0.00000   0.00000  -0.8140   0.0000   0.0000
  74.500  12.1133   0.00000   0.00000  -0.8093   0.0000   0.0000
  74.600  12.1192   0.00000   0.00000  -0.8046   0.0000   0.0000
  74.700  12.1250   0.00000   0.00000  -0.7999   0.0000   0.0000
  74.800  12.1307   0.00000   0.00000  -0.7951   0.0000   0.0000
  74.900  12.1365   0.00000   0.00000  -0.7904   0.0000   0.0000
  75.000  12.1422   0.00000   0.00000  -0.7857   0.0000   0.0000
  75.100  12.1478   0.00000   0.00000  -0.7809   0.0000   0.0000
  75.200  12.1535   0.00000   0.00000  -0.7761   0.0000   0.0000
  75.300  12.1590   0.00000   0.00000  -0.7714   0.0000   0.0000
  75.400  12.1646   0.00000   0.00000  -0.7666   0.0000   0.0000
  75.500  12.1701   0.00000   0.00000  -0.7618   0.0000   0.0000
  75.600  12.1756   0.00000   0.00000  -0.7570   0.0000   0.0000
  75.700  12.1810   0.00000   0.00000  -0.7522   0.0000   0.0000
  75.800  12.1864   0.00000   0.00000  -0.7474   0.0000   0.0000
  75.900  12.1918   0.00000   0.00000  -0.7425   0.0000   0.0000
  76.000  12.1971   0.00000   0.00000  -0.7377   0.0000   0.0000
  76.100  12.2024   0.00000   0.00000  -0.7328   0.0000   0.0000
  76.200  12.2077   0.00000   0.00000  -0.7280   0.0000   0.0000
  76.300  12.2129   0.00000   0.00000  -0.7231   0.0000   0.0000
  76.400  12.2180   0.00000   0.00000  -0.7182   0.0000   0.0000
  76.500  12.2232   0.00000   0.00000  -0.7134   0.0000   0.0000
  76.600  12.2283   0.00000   0.00000  -0.7085   0.0000   0.0000
  76.700  12.2333   0.00000   0.00000  -0.7036   0.0000   0.0000
  76.800  12.2384   0.00000   0.00000  -0.6987   0.0000   0.0000
  76.900  12.2434   0.00000   0.00000  -0.6937   0.0000   0.0000
  77.000  12.2483   0.00000   0.00000  -0.6888   0.0000   0.0000
