    alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  77.100  12.2532   0.00000  -0.00000  -0.6839   0.0000   0.0000
  77.200  12.2581   0.00000   0.00000  -0.6789   0.0000   0.0000
  77.300  12.2630   0.00000   0.00000  -0.6740   0.0000   0.0000
  77.400  12.2678   0.00000   0.00000  -0.6690   0.0000   0.0000
  77.500  12.2725   0.00000   0.00000  -0.6641   0.0000   0.0000
  77.600  12.2773   0.00000   0.00000  -0.6591   0.0000   0.0000
  77.700  12.2820   0.00000   0.00000  -0.6541   0.0000   0.0000
  77.800  12.2866   0.00000   0.00000  -0.6491   0.0000   0.0000
  77.900  12.2912   0.00000   0.00000  -0.6441   0.0000   0.0000
  78.000  12.2958   0.00000   0.00000  -0.6391   0.0000   0.0000
  78.100  12.3004   0.00000  -0.00000  -0.6341   0.0000   0.0000
  78.200  12.3049   0.00000   0.00000  -0.6291   0.0000   0.0000
  78.300  12.3093   0.00000   0.00000  -0.6240   0.0000   0.0000
  78.400  12.3138   0.00000   0.00000  -0.6190   0.0000   0.0000
  78.500  12.3182   0.00000   0.00000  -0.6140   0.0000   0.0000
  78.600  12.3225   0.00000   0.00000  -0.6089   0.0000   0.0000
  78.700  12.3268   0.00000   0.00000  -0.6038   0.0000   0.0000
  78.800  12.3311   0.00000   0.00000  -0.5988   0.0000   0.0000
  78.900  12.3353   0.00000   0.00000  -0.5937   0.0000   0.0000
  79.000  12.3396   0.00000   0.00000  -0.5886   0.0000   0.0000
  79.100  12.3437   0.00000   0.00000  -0.5835   0.0000   0.0000
  79.200  12.3479   0.00000   0.00000  -0.5784   0.0000   0.0000
  79.300  12.3519   0.00000   0.00000  -0.5733   0.0000   0.0000
  79.400  12.3560   0.00000   0.00000  -0.5682   0.0000   0.0000
  79.500  12.3600   0.00000   0.00000  -0.5631   0.0000   0.0000
  79.600  12.3640   0.00000  -0.00000  -0.5580   0.0000   0.0000
  79.700  12.3679   0.00000   0.00000  -0.5529   0.0000   0.0000
  79.800  12.3718   0.00000   0.00000  -0.5477   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
