Iteration,residual,force
     607,  0.4885191E-03,  0.1361318E+01
     608,  0.4829237E-03,  0.1361336E+01
     609,  0.4773923E-03,  0.1361355E+01
     610,  0.4719243E-03,  0.1361373E+01
     611,  0.4665188E-03,  0.1361391E+01
     612,  0.4611751E-03,  0.1361409E+01
     613,  0.4558927E-03,  0.1361427E+01
     614,  0.4506706E-03,  0.1361444E+01
     615,  0.4455084E-03,  0.1361462E+01
     616,  0.4404053E-03,  0.1361479E+01
     617,  0.4353605E-03,  0.1361495E+01
     618,  0.4303735E-03,  0.1361512E+01
     619,  0.4254436E-03,  0.1361529E+01
     620,  0.4205701E-03,  0.1361545E+01
     621,  0.4157524E-03,  0.1361561E+01
     622,  0.4109899E-03,  0.1361577E+01
     623,  0.4062819E-03,  0.1361593E+01
     624,  0.4016277E-03,  0.1361608E+01
     625,  0.3970269E-03,  0.1361624E+01
     626,  0.3924787E-03,  0.1361639E+01
     627,  0.3879826E-03,  0.1361654E+01
     628,  0.3835379E-03,  0.1361669E+01
     629,  0.3791442E-03,  0.1361683E+01
     630,  0.3748007E-03,  0.1361698E+01
     631,  0.3705070E-03,  0.1361712E+01
     632,  0.3662624E-03,  0.1361727E+01
     633,  0.3620665E-03,  0.1361741E+01
     634,  0.3579185E-03,  0.1361754E+01
     635,  0.3538181E-03,  0.1361768E+01
     636,  0.3497646E-03,  0.1361782E+01
     637,  0.3457575E-03,  0.1361795E+01
     638,  0.3417963E-03,  0.1361808E+01
     639,  0.3378805E-03,  0.1361821E+01
     640,  0.3340095E-03,  0.1361834E+01
     641,  0.3301828E-03,  0.1361847E+01
     642,  0.3263999E-03,  0.1361860E+01
     643,  0.3226604E-03,  0.1361872E+01
     644,  0.3189636E-03,  0.1361885E+01
     645,  0.3153092E-03,  0.1361897E+01
     646,  0.3116967E-03,  0.1361909E+01
     647,  0.3081255E-03,  0.1361921E+01
     648,  0.3045952E-03,  0.1361933E+01
     649,  0.3011054E-03,  0.1361944E+01
     650,  0.2976555E-03,  0.1361956E+01
     651,  0.2942451E-03,  0.1361967E+01
     652,  0.2908737E-03,  0.1361979E+01
     653,  0.2875410E-03,  0.1361990E+01
     654,  0.2842465E-03,  0.1362001E+01
     655,  0.2809896E-03,  0.1362012E+01
     656,  0.2777701E-03,  0.1362022E+01
     657,  0.2745874E-03,  0.1362033E+01
     658,  0.2714412E-03,  0.1362044E+01
     659,  0.2683311E-03,  0.1362054E+01
     660,  0.2652565E-03,  0.1362064E+01
     661,  0.2622172E-03,  0.1362074E+01
     662,  0.2592126E-03,  0.1362084E+01
     663,  0.2562425E-03,  0.1362094E+01
     664,  0.2533064E-03,  0.1362104E+01
     665,  0.2504039E-03,  0.1362114E+01
     666,  0.2475347E-03,  0.1362124E+01
     667,  0.2446983E-03,  0.1362133E+01
     668,  0.2418944E-03,  0.1362142E+01
     669,  0.2391227E-03,  0.1362152E+01
     670,  0.2363827E-03,  0.1362161E+01
     671,  0.2336740E-03,  0.1362170E+01
     672,  0.2309964E-03,  0.1362179E+01
     673,  0.2283495E-03,  0.1362188E+01
     674,  0.2257329E-03,  0.1362196E+01
     675,  0.2231462E-03,  0.1362205E+01
     676,  0.2205892E-03,  0.1362214E+01
     677,  0.2180615E-03,  0.1362222E+01
     678,  0.2155627E-03,  0.1362230E+01
     679,  0.2130925E-03,  0.1362239E+01
     680,  0.2106507E-03,  0.1362247E+01
     681,  0.2082368E-03,  0.1362255E+01
     682,  0.2058506E-03,  0.1362263E+01
     683,  0.2034917E-03,  0.1362271E+01
     684,  0.2011598E-03,  0.1362279E+01
     685,  0.1988546E-03,  0.1362286E+01
     686,  0.1965759E-03,  0.1362294E+01
     687,  0.1943232E-03,  0.1362301E+01
     688,  0.1920964E-03,  0.1362309E+01
     689,  0.1898951E-03,  0.1362316E+01
     690,  0.1877189E-03,  0.1362323E+01
     691,  0.1855677E-03,  0.1362331E+01
     692,  0.1834412E-03,  0.1362338E+01
     693,  0.1813390E-03,  0.1362345E+01
     694,  0.1792609E-03,  0.1362352E+01
     695,  0.1772066E-03,  0.1362359E+01
     696,  0.1751759E-03,  0.1362365E+01
     697,  0.1731684E-03,  0.1362372E+01
     698,  0.1711839E-03,  0.1362379E+01
     699,  0.1692221E-03,  0.1362385E+01
     700,  0.1672829E-03,  0.1362392E+01
     701,  0.1653658E-03,  0.1362398E+01
     702,  0.1634707E-03,  0.1362405E+01
     703,  0.1615973E-03,  0.1362411E+01
     704,  0.1597454E-03,  0.1362417E+01
     705,  0.1579147E-03,  0.1362423E+01
     706,  0.1561049E-03,  0.1362429E+01
     707,  0.1543160E-03,  0.1362435E+01
     708,  0.1525475E-03,  0.1362441E+01
     709,  0.1507992E-03,  0.1362447E+01
     710,  0.1490710E-03,  0.1362453E+01
     711,  0.1473626E-03,  0.1362458E+01
     712,  0.1456738E-03,  0.1362464E+01
     713,  0.1440043E-03,  0.1362470E+01
     714,  0.1423539E-03,  0.1362475E+01
     715,  0.1407225E-03,  0.1362481E+01
     716,  0.1391097E-03,  0.1362486E+01
     717,  0.1375155E-03,  0.1362491E+01
     718,  0.1359394E-03,  0.1362497E+01
     719,  0.1343815E-03,  0.1362502E+01
     720,  0.1328414E-03,  0.1362507E+01
     721,  0.1313190E-03,  0.1362512E+01
     722,  0.1298139E-03,  0.1362517E+01
     723,  0.1283262E-03,  0.1362522E+01
     724,  0.1268555E-03,  0.1362527E+01
     725,  0.1254016E-03,  0.1362532E+01
     726,  0.1239644E-03,  0.1362537E+01
     727,  0.1225437E-03,  0.1362541E+01
     728,  0.1211392E-03,  0.1362546E+01
     729,  0.1197508E-03,  0.1362551E+01
     730,  0.1183784E-03,  0.1362555E+01
     731,  0.1170217E-03,  0.1362560E+01
     732,  0.1156805E-03,  0.1362564E+01
     733,  0.1143547E-03,  0.1362569E+01
     734,  0.1130440E-03,  0.1362573E+01
     735,  0.1117484E-03,  0.1362577E+01
     736,  0.1104677E-03,  0.1362582E+01
     737,  0.1092016E-03,  0.1362586E+01
     738,  0.1079500E-03,  0.1362590E+01
     739,  0.1067128E-03,  0.1362594E+01
     740,  0.1054897E-03,  0.1362598E+01
     741,  0.1042807E-03,  0.1362602E+01
     742,  0.1030855E-03,  0.1362606E+01
     743,  0.1019040E-03,  0.1362610E+01
     744,  0.1007361E-03,  0.1362614E+01
     745,  0.9958152E-04,  0.1362618E+01
     746,  0.9844018E-04,  0.1362622E+01
     747,  0.9731193E-04,  0.1362626E+01
     748,  0.9619660E-04,  0.1362629E+01
     749,  0.9509406E-04,  0.1362633E+01
     750,  0.9400415E-04,  0.1362637E+01
     751,  0.9292672E-04,  0.1362640E+01
     752,  0.9186165E-04,  0.1362644E+01
     753,  0.9080878E-04,  0.1362647E+01
     754,  0.8976798E-04,  0.1362651E+01
     755,  0.8873910E-04,  0.1362654E+01
     756,  0.8772202E-04,  0.1362658E+01
     757,  0.8671659E-04,  0.1362661E+01
     758,  0.8572268E-04,  0.1362664E+01
     759,  0.8474017E-04,  0.1362668E+01
     760,  0.8376891E-04,  0.1362671E+01
     761,  0.8280878E-04,  0.1362674E+01
     762,  0.8185966E-04,  0.1362677E+01
     763,  0.8092141E-04,  0.1362680E+01
     764,  0.7999392E-04,  0.1362684E+01
     765,  0.7907705E-04,  0.1362687E+01
     766,  0.7817070E-04,  0.1362690E+01
     767,  0.7727472E-04,  0.1362693E+01
     768,  0.7638902E-04,  0.1362696E+01
     769,  0.7551347E-04,  0.1362699E+01
     770,  0.7464795E-04,  0.1362701E+01
     771,  0.7379235E-04,  0.1362704E+01
     772,  0.7294656E-04,  0.1362707E+01
     773,  0.7211046E-04,  0.1362710E+01
     774,  0.7128394E-04,  0.1362713E+01
     775,  0.7046689E-04,  0.1362715E+01
     776,  0.6965921E-04,  0.1362718E+01
     777,  0.6886079E-04,  0.1362721E+01
     778,  0.6807151E-04,  0.1362723E+01
     779,  0.6729128E-04,  0.1362726E+01
     780,  0.6651999E-04,  0.1362729E+01
     781,  0.6575755E-04,  0.1362731E+01
     782,  0.6500384E-04,  0.1362734E+01
     783,  0.6425876E-04,  0.1362736E+01
     784,  0.6352223E-04,  0.1362739E+01
     785,  0.6279414E-04,  0.1362741E+01
     786,  0.6207439E-04,  0.1362743E+01
     787,  0.6136289E-04,  0.1362746E+01
     788,  0.6065955E-04,  0.1362748E+01
     789,  0.5996426E-04,  0.1362751E+01
     790,  0.5927695E-04,  0.1362753E+01
     791,  0.5859751E-04,  0.1362755E+01
     792,  0.5792586E-04,  0.1362757E+01
     793,  0.5726191E-04,  0.1362760E+01
     794,  0.5660557E-04,  0.1362762E+01
     795,  0.5595675E-04,  0.1362764E+01
     796,  0.5531536E-04,  0.1362766E+01
     797,  0.5468133E-04,  0.1362768E+01
     798,  0.5405456E-04,  0.1362770E+01
     799,  0.5343498E-04,  0.1362772E+01
     800,  0.5282250E-04,  0.1362774E+01
     801,  0.5221703E-04,  0.1362776E+01
     802,  0.5161851E-04,  0.1362778E+01
     803,  0.5102685E-04,  0.1362780E+01
     804,  0.5044197E-04,  0.1362782E+01
     805,  0.4986379E-04,  0.1362784E+01
     806,  0.4929224E-04,  0.1362786E+01
     807,  0.4872723E-04,  0.1362788E+01
     808,  0.4816871E-04,  0.1362790E+01
     809,  0.4761658E-04,  0.1362792E+01
     810,  0.4707079E-04,  0.1362794E+01
     811,  0.4653125E-04,  0.1362795E+01
     812,  0.4599789E-04,  0.1362797E+01
     813,  0.4547065E-04,  0.1362799E+01
     814,  0.4494945E-04,  0.1362801E+01
     815,  0.4443422E-04,  0.1362802E+01
     816,  0.4392490E-04,  0.1362804E+01
     817,  0.4342142E-04,  0.1362806E+01
     818,  0.4292370E-04,  0.1362807E+01
     819,  0.4243169E-04,  0.1362809E+01
     820,  0.4194533E-04,  0.1362811E+01
     821,  0.4146453E-04,  0.1362812E+01
     822,  0.4098925E-04,  0.1362814E+01
     823,  0.4051941E-04,  0.1362816E+01
     824,  0.4005496E-04,  0.1362817E+01
     825,  0.3959583E-04,  0.1362819E+01
     826,  0.3914197E-04,  0.1362820E+01
     827,  0.3869330E-04,  0.1362822E+01
     828,  0.3824978E-04,  0.1362823E+01
     829,  0.3781134E-04,  0.1362825E+01
     830,  0.3737793E-04,  0.1362826E+01
     831,  0.3694949E-04,  0.1362827E+01
     832,  0.3652595E-04,  0.1362829E+01
     833,  0.3610727E-04,  0.1362830E+01
     834,  0.3569339E-04,  0.1362832E+01
     835,  0.3528425E-04,  0.1362833E+01
     836,  0.3487981E-04,  0.1362834E+01
     837,  0.3448000E-04,  0.1362836E+01
     838,  0.3408477E-04,  0.1362837E+01
     839,  0.3369407E-04,  0.1362838E+01
     840,  0.3330785E-04,  0.1362840E+01
     841,  0.3292605E-04,  0.1362841E+01
     842,  0.3254864E-04,  0.1362842E+01
     843,  0.3217554E-04,  0.1362843E+01
     844,  0.3180673E-04,  0.1362845E+01
     845,  0.3144214E-04,  0.1362846E+01
     846,  0.3108173E-04,  0.1362847E+01
     847,  0.3072545E-04,  0.1362848E+01
     848,  0.3037326E-04,  0.1362849E+01
     849,  0.3002510E-04,  0.1362851E+01
     850,  0.2968093E-04,  0.1362852E+01
     851,  0.2934071E-04,  0.1362853E+01
     852,  0.2900439E-04,  0.1362854E+01
     853,  0.2867192E-04,  0.1362855E+01
     854,  0.2834326E-04,  0.1362856E+01
     855,  0.2801837E-04,  0.1362857E+01
     856,  0.2769721E-04,  0.1362858E+01
     857,  0.2737972E-04,  0.1362859E+01
     858,  0.2706588E-04,  0.1362860E+01
     859,  0.2675563E-04,  0.1362862E+01
     860,  0.2644894E-04,  0.1362863E+01
     861,  0.2614576E-04,  0.1362864E+01
     862,  0.2584606E-04,  0.1362865E+01
     863,  0.2554979E-04,  0.1362866E+01
     864,  0.2525692E-04,  0.1362867E+01
     865,  0.2496741E-04,  0.1362867E+01
     866,  0.2468122E-04,  0.1362868E+01
     867,  0.2439830E-04,  0.1362869E+01
     868,  0.2411863E-04,  0.1362870E+01
     869,  0.2384216E-04,  0.1362871E+01
     870,  0.2356887E-04,  0.1362872E+01
     871,  0.2329870E-04,  0.1362873E+01
     872,  0.2303163E-04,  0.1362874E+01
     873,  0.2276763E-04,  0.1362875E+01
     874,  0.2250665E-04,  0.1362876E+01
     875,  0.2224866E-04,  0.1362877E+01
     876,  0.2199363E-04,  0.1362877E+01
     877,  0.2174152E-04,  0.1362878E+01
     878,  0.2149230E-04,  0.1362879E+01
     879,  0.2124594E-04,  0.1362880E+01
     880,  0.2100240E-04,  0.1362881E+01
     881,  0.2076165E-04,  0.1362882E+01
     882,  0.2052366E-04,  0.1362882E+01
     883,  0.2028841E-04,  0.1362883E+01
     884,  0.2005584E-04,  0.1362884E+01
     885,  0.1982595E-04,  0.1362885E+01
     886,  0.1959868E-04,  0.1362885E+01
     887,  0.1937403E-04,  0.1362886E+01
     888,  0.1915195E-04,  0.1362887E+01
     889,  0.1893241E-04,  0.1362888E+01
     890,  0.1871539E-04,  0.1362888E+01
     891,  0.1850086E-04,  0.1362889E+01
     892,  0.1828879E-04,  0.1362890E+01
     893,  0.1807914E-04,  0.1362890E+01
     894,  0.1787191E-04,  0.1362891E+01
     895,  0.1766704E-04,  0.1362892E+01
     896,  0.1746453E-04,  0.1362893E+01
     897,  0.1726433E-04,  0.1362893E+01
     898,  0.1706643E-04,  0.1362894E+01
     899,  0.1687080E-04,  0.1362895E+01
     900,  0.1667741E-04,  0.1362895E+01
     901,  0.1648624E-04,  0.1362896E+01
     902,  0.1629726E-04,  0.1362896E+01
     903,  0.1611045E-04,  0.1362897E+01
     904,  0.1592578E-04,  0.1362898E+01
     905,  0.1574322E-04,  0.1362898E+01
     906,  0.1556276E-04,  0.1362899E+01
     907,  0.1538436E-04,  0.1362900E+01
     908,  0.1520801E-04,  0.1362900E+01
     909,  0.1503368E-04,  0.1362901E+01
     910,  0.1486135E-04,  0.1362901E+01
     911,  0.1469100E-04,  0.1362902E+01
     912,  0.1452260E-04,  0.1362902E+01
     913,  0.1435613E-04,  0.1362903E+01
     914,  0.1419156E-04,  0.1362903E+01
     915,  0.1402888E-04,  0.1362904E+01
     916,  0.1386807E-04,  0.1362905E+01
     917,  0.1370910E-04,  0.1362905E+01
     918,  0.1355196E-04,  0.1362906E+01
     919,  0.1339661E-04,  0.1362906E+01
     920,  0.1324305E-04,  0.1362907E+01
     921,  0.1309124E-04,  0.1362907E+01
     922,  0.1294118E-04,  0.1362908E+01
     923,  0.1279283E-04,  0.1362908E+01
     924,  0.1264619E-04,  0.1362909E+01
     925,  0.1250123E-04,  0.1362909E+01
     926,  0.1235792E-04,  0.1362910E+01
     927,  0.1221627E-04,  0.1362910E+01
     928,  0.1207623E-04,  0.1362911E+01
     929,  0.1193780E-04,  0.1362911E+01
     930,  0.1180096E-04,  0.1362911E+01
     931,  0.1166568E-04,  0.1362912E+01
     932,  0.1153196E-04,  0.1362912E+01
     933,  0.1139977E-04,  0.1362913E+01
     934,  0.1126909E-04,  0.1362913E+01
     935,  0.1113992E-04,  0.1362914E+01
     936,  0.1101222E-04,  0.1362914E+01
     937,  0.1088599E-04,  0.1362915E+01
     938,  0.1076120E-04,  0.1362915E+01
     939,  0.1063784E-04,  0.1362915E+01
     940,  0.1051590E-04,  0.1362916E+01
     941,  0.1039536E-04,  0.1362916E+01
     942,  0.1027620E-04,  0.1362917E+01
     943,  0.1015840E-04,  0.1362917E+01
     944,  0.1004195E-04,  0.1362917E+01
     945,  0.9926842E-05,  0.1362918E+01
     946,  0.9813051E-05,  0.1362918E+01
     947,  0.9700563E-05,  0.1362919E+01
     948,  0.9589365E-05,  0.1362919E+01
     949,  0.9479442E-05,  0.1362919E+01
     950,  0.9370779E-05,  0.1362920E+01
     951,  0.9263361E-05,  0.1362920E+01
     952,  0.9157175E-05,  0.1362920E+01
     953,  0.9052206E-05,  0.1362921E+01
     954,  0.8948440E-05,  0.1362921E+01
     955,  0.8845863E-05,  0.1362921E+01
     956,  0.8744463E-05,  0.1362922E+01
     957,  0.8644225E-05,  0.1362922E+01
     958,  0.8545135E-05,  0.1362922E+01
     959,  0.8447182E-05,  0.1362923E+01
     960,  0.8350352E-05,  0.1362923E+01
     961,  0.8254631E-05,  0.1362923E+01
     962,  0.8160008E-05,  0.1362924E+01
     963,  0.8066469E-05,  0.1362924E+01
     964,  0.7974002E-05,  0.1362924E+01
     965,  0.7882596E-05,  0.1362925E+01
     966,  0.7792237E-05,  0.1362925E+01
     967,  0.7702914E-05,  0.1362925E+01
     968,  0.7614615E-05,  0.1362925E+01
     969,  0.7527328E-05,  0.1362926E+01
     970,  0.7441042E-05,  0.1362926E+01
     971,  0.7355744E-05,  0.1362926E+01
     972,  0.7271425E-05,  0.1362927E+01
     973,  0.7188072E-05,  0.1362927E+01
     974,  0.7105675E-05,  0.1362927E+01
     975,  0.7024222E-05,  0.1362927E+01
     976,  0.6943702E-05,  0.1362928E+01
     977,  0.6864106E-05,  0.1362928E+01
     978,  0.6785422E-05,  0.1362928E+01
     979,  0.6707640E-05,  0.1362929E+01
     980,  0.6630750E-05,  0.1362929E+01
     981,  0.6554741E-05,  0.1362929E+01
     982,  0.6479604E-05,  0.1362929E+01
     983,  0.6405327E-05,  0.1362930E+01
     984,  0.6331902E-05,  0.1362930E+01
     985,  0.6259319E-05,  0.1362930E+01
     986,  0.6187568E-05,  0.1362930E+01
     987,  0.6116639E-05,  0.1362930E+01
     988,  0.6046523E-05,  0.1362931E+01
     989,  0.5977211E-05,  0.1362931E+01
     990,  0.5908694E-05,  0.1362931E+01
     991,  0.5840962E-05,  0.1362931E+01
     992,  0.5774006E-05,  0.1362932E+01
     993,  0.5707818E-05,  0.1362932E+01
     994,  0.5642389E-05,  0.1362932E+01
     995,  0.5577710E-05,  0.1362932E+01
     996,  0.5513772E-05,  0.1362932E+01
     997,  0.5450567E-05,  0.1362933E+01
     998,  0.5388086E-05,  0.1362933E+01
     999,  0.5326322E-05,  0.1362933E+01
    1000,  0.5265266E-05,  0.1362933E+01
    1001,  0.5204909E-05,  0.1362934E+01
    1002,  0.5145245E-05,  0.1362934E+01
    1003,  0.5086264E-05,  0.1362934E+01
    1004,  0.5027960E-05,  0.1362934E+01
    1005,  0.4970324E-05,  0.1362934E+01
    1006,  0.4913348E-05,  0.1362934E+01
    1007,  0.4857026E-05,  0.1362935E+01
    1008,  0.4801349E-05,  0.1362935E+01
    1009,  0.4746311E-05,  0.1362935E+01
    1010,  0.4691903E-05,  0.1362935E+01
    1011,  0.4638119E-05,  0.1362935E+01
    1012,  0.4584952E-05,  0.1362936E+01
    1013,  0.4532394E-05,  0.1362936E+01
    1014,  0.4480438E-05,  0.1362936E+01
    1015,  0.4429079E-05,  0.1362936E+01
    1016,  0.4378307E-05,  0.1362936E+01
    1017,  0.4328118E-05,  0.1362936E+01
    1018,  0.4278505E-05,  0.1362937E+01
    1019,  0.4229459E-05,  0.1362937E+01
    1020,  0.4180977E-05,  0.1362937E+01
    1021,  0.4133049E-05,  0.1362937E+01
    1022,  0.4085672E-05,  0.1362937E+01
    1023,  0.4038837E-05,  0.1362937E+01
    1024,  0.3992539E-05,  0.1362938E+01
    1025,  0.3946772E-05,  0.1362938E+01
    1026,  0.3901530E-05,  0.1362938E+01
    1027,  0.3856806E-05,  0.1362938E+01
    1028,  0.3812595E-05,  0.1362938E+01
    1029,  0.3768891E-05,  0.1362938E+01
    1030,  0.3725687E-05,  0.1362938E+01
    1031,  0.3682979E-05,  0.1362939E+01
    1032,  0.3640760E-05,  0.1362939E+01
    1033,  0.3599026E-05,  0.1362939E+01
    1034,  0.3557770E-05,  0.1362939E+01
    1035,  0.3516986E-05,  0.1362939E+01
    1036,  0.3476671E-05,  0.1362939E+01
    1037,  0.3436817E-05,  0.1362939E+01
    1038,  0.3397420E-05,  0.1362940E+01
    1039,  0.3358475E-05,  0.1362940E+01
    1040,  0.3319976E-05,  0.1362940E+01
    1041,  0.3281919E-05,  0.1362940E+01
    1042,  0.3244298E-05,  0.1362940E+01
    1043,  0.3207108E-05,  0.1362940E+01
    1044,  0.3170344E-05,  0.1362940E+01
    1045,  0.3134002E-05,  0.1362940E+01
    1046,  0.3098077E-05,  0.1362941E+01
    1047,  0.3062563E-05,  0.1362941E+01
    1048,  0.3027456E-05,  0.1362941E+01
    1049,  0.2992752E-05,  0.1362941E+01
    1050,  0.2958446E-05,  0.1362941E+01
    1051,  0.2924532E-05,  0.1362941E+01
    1052,  0.2891008E-05,  0.1362941E+01
    1053,  0.2857868E-05,  0.1362941E+01
    1054,  0.2825108E-05,  0.1362941E+01
    1055,  0.2792723E-05,  0.1362942E+01
    1056,  0.2760710E-05,  0.1362942E+01
    1057,  0.2729063E-05,  0.1362942E+01
    1058,  0.2697779E-05,  0.1362942E+01
    1059,  0.2666854E-05,  0.1362942E+01
    1060,  0.2636284E-05,  0.1362942E+01
    1061,  0.2606063E-05,  0.1362942E+01
    1062,  0.2576190E-05,  0.1362942E+01
    1063,  0.2546658E-05,  0.1362942E+01
    1064,  0.2517466E-05,  0.1362943E+01
    1065,  0.2488607E-05,  0.1362943E+01
    1066,  0.2460080E-05,  0.1362943E+01
    1067,  0.2431880E-05,  0.1362943E+01
    1068,  0.2404003E-05,  0.1362943E+01
    1069,  0.2376445E-05,  0.1362943E+01
    1070,  0.2349204E-05,  0.1362943E+01
    1071,  0.2322274E-05,  0.1362943E+01
    1072,  0.2295654E-05,  0.1362943E+01
    1073,  0.2269338E-05,  0.1362943E+01
    1074,  0.2243324E-05,  0.1362943E+01
    1075,  0.2217609E-05,  0.1362944E+01
    1076,  0.2192188E-05,  0.1362944E+01
    1077,  0.2167058E-05,  0.1362944E+01
    1078,  0.2142217E-05,  0.1362944E+01
    1079,  0.2117660E-05,  0.1362944E+01
    1080,  0.2093385E-05,  0.1362944E+01
    1081,  0.2069388E-05,  0.1362944E+01
    1082,  0.2045667E-05,  0.1362944E+01
    1083,  0.2022217E-05,  0.1362944E+01
    1084,  0.1999036E-05,  0.1362944E+01
    1085,  0.1976120E-05,  0.1362944E+01
    1086,  0.1953468E-05,  0.1362944E+01
    1087,  0.1931075E-05,  0.1362944E+01
    1088,  0.1908939E-05,  0.1362945E+01
    1089,  0.1887056E-05,  0.1362945E+01
    1090,  0.1865424E-05,  0.1362945E+01
    1091,  0.1844041E-05,  0.1362945E+01
    1092,  0.1822902E-05,  0.1362945E+01
    1093,  0.1802006E-05,  0.1362945E+01
    1094,  0.1781349E-05,  0.1362945E+01
    1095,  0.1760929E-05,  0.1362945E+01
    1096,  0.1740743E-05,  0.1362945E+01
    1097,  0.1720789E-05,  0.1362945E+01
    1098,  0.1701063E-05,  0.1362945E+01
    1099,  0.1681564E-05,  0.1362945E+01
    1100,  0.1662287E-05,  0.1362945E+01
    1101,  0.1643232E-05,  0.1362945E+01
    1102,  0.1624396E-05,  0.1362945E+01
    1103,  0.1605775E-05,  0.1362946E+01
    1104,  0.1587368E-05,  0.1362946E+01
    1105,  0.1569171E-05,  0.1362946E+01
    1106,  0.1551184E-05,  0.1362946E+01
    1107,  0.1533402E-05,  0.1362946E+01
    1108,  0.1515824E-05,  0.1362946E+01
    1109,  0.1498448E-05,  0.1362946E+01
    1110,  0.1481271E-05,  0.1362946E+01
    1111,  0.1464291E-05,  0.1362946E+01
    1112,  0.1447506E-05,  0.1362946E+01
    1113,  0.1430913E-05,  0.1362946E+01
    1114,  0.1414510E-05,  0.1362946E+01
    1115,  0.1398295E-05,  0.1362946E+01
    1116,  0.1382266E-05,  0.1362946E+01
    1117,  0.1366421E-05,  0.1362946E+01
    1118,  0.1350757E-05,  0.1362946E+01
    1119,  0.1335273E-05,  0.1362946E+01
    1120,  0.1319967E-05,  0.1362947E+01
    1121,  0.1304836E-05,  0.1362947E+01
    1122,  0.1289878E-05,  0.1362947E+01
    1123,  0.1275092E-05,  0.1362947E+01
    1124,  0.1260475E-05,  0.1362947E+01
    1125,  0.1246026E-05,  0.1362947E+01
    1126,  0.1231743E-05,  0.1362947E+01
    1127,  0.1217623E-05,  0.1362947E+01
    1128,  0.1203665E-05,  0.1362947E+01
    1129,  0.1189867E-05,  0.1362947E+01
    1130,  0.1176228E-05,  0.1362947E+01
    1131,  0.1162744E-05,  0.1362947E+01
    1132,  0.1149416E-05,  0.1362947E+01
    1133,  0.1136240E-05,  0.1362947E+01
    1134,  0.1123215E-05,  0.1362947E+01
    1135,  0.1110339E-05,  0.1362947E+01
    1136,  0.1097611E-05,  0.1362947E+01
    1137,  0.1085029E-05,  0.1362947E+01
    1138,  0.1072591E-05,  0.1362947E+01
    1139,  0.1060296E-05,  0.1362947E+01
    1140,  0.1048141E-05,  0.1362947E+01
    1141,  0.1036126E-05,  0.1362947E+01
    1142,  0.1024249E-05,  0.1362947E+01
    1143,  0.1012508E-05,  0.1362948E+01
    1144,  0.1000901E-05,  0.1362948E+01
    1145,  0.9894276E-06,  0.1362948E+01
    1146,  0.9780856E-06,  0.1362948E+01
    1147,  0.9668737E-06,  0.1362948E+01
    1148,  0.9557902E-06,  0.1362948E+01
    1149,  0.9448338E-06,  0.1362948E+01
    1150,  0.9340029E-06,  0.1362948E+01
    1151,  0.9232963E-06,  0.1362948E+01
    1152,  0.9127123E-06,  0.1362948E+01
    1153,  0.9022497E-06,  0.1362948E+01
    1154,  0.8919071E-06,  0.1362948E+01
    1155,  0.8816829E-06,  0.1362948E+01
    1156,  0.8715761E-06,  0.1362948E+01
    1157,  0.8615850E-06,  0.1362948E+01
    1158,  0.8517085E-06,  0.1362948E+01
    1159,  0.8419452E-06,  0.1362948E+01
    1160,  0.8322937E-06,  0.1362948E+01
    1161,  0.8227530E-06,  0.1362948E+01
    1162,  0.8133216E-06,  0.1362948E+01
    1163,  0.8039983E-06,  0.1362948E+01
    1164,  0.7947819E-06,  0.1362948E+01
    1165,  0.7856712E-06,  0.1362948E+01
    1166,  0.7766648E-06,  0.1362948E+01
    1167,  0.7677619E-06,  0.1362948E+01
    1168,  0.7589608E-06,  0.1362948E+01
    1169,  0.7502607E-06,  0.1362948E+01
    1170,  0.7416603E-06,  0.1362948E+01
    1171,  0.7331585E-06,  0.1362948E+01
    1172,  0.7247541E-06,  0.1362948E+01
    1173,  0.7164461E-06,  0.1362949E+01
    1174,  0.7082333E-06,  0.1362949E+01
    1175,  0.7001147E-06,  0.1362949E+01
    1176,  0.6920892E-06,  0.1362949E+01
    1177,  0.6841556E-06,  0.1362949E+01
    1178,  0.6763130E-06,  0.1362949E+01
    1179,  0.6685602E-06,  0.1362949E+01
    1180,  0.6608965E-06,  0.1362949E+01
    1181,  0.6533204E-06,  0.1362949E+01
    1182,  0.6458313E-06,  0.1362949E+01
    1183,  0.6384279E-06,  0.1362949E+01
    1184,  0.6311096E-06,  0.1362949E+01
    1185,  0.6238750E-06,  0.1362949E+01
    1186,  0.6167234E-06,  0.1362949E+01
    1187,  0.6096538E-06,  0.1362949E+01
    1188,  0.6026652E-06,  0.1362949E+01
    1189,  0.5957567E-06,  0.1362949E+01
    1190,  0.5889274E-06,  0.1362949E+01
    1191,  0.5821764E-06,  0.1362949E+01
    1192,  0.5755028E-06,  0.1362949E+01
    1193,  0.5689057E-06,  0.1362949E+01
    1194,  0.5623842E-06,  0.1362949E+01
    1195,  0.5559375E-06,  0.1362949E+01
    1196,  0.5495647E-06,  0.1362949E+01
    1197,  0.5432648E-06,  0.1362949E+01
    1198,  0.5370374E-06,  0.1362949E+01
    1199,  0.5308811E-06,  0.1362949E+01
    1200,  0.5247956E-06,  0.1362949E+01
    1201,  0.5187797E-06,  0.1362949E+01
    1202,  0.5128328E-06,  0.1362949E+01
    1203,  0.5069541E-06,  0.1362949E+01
    1204,  0.5011428E-06,  0.1362949E+01
    1205,  0.4953981E-06,  0.1362949E+01
